"time,sec","ppg heart rate, bpm",wi1,wi2,wi3,wi4,"candidate heart rate, bpm",,
907.16,83.862,0.91101,2.5916,-2.1989,-1.3493,103.55,,
907.16,83.862,19.893,-25.839,19.457,-14.174,103.73,,
907.16,83.862,-7.4748,3.6998,11.218,-7.6683,72.968,,
908.16,84.869,-5.5392,7.4833,-0.19848,-0.58679,72.693,,
908.16,84.869,2.5077,1.6065,-5.2899,0.68658,104.1,,
908.16,84.869,-0.83788,6.2443,-16.595,12.174,72.601,,
908.16,84.869,-21.19,25.603,-16.027,11.638,100.34,,
909.16,88.257,-0.1211,2.3225,-4.1227,3.4332,74.432,,
909.16,88.257,-0.086251,1.4947,0.29073,-1.7309,105.47,,
909.16,88.257,-4.9977,8.5165,-11.156,7.7359,57.129,,
909.16,88.257,6.5233,-6.0889,-0.3358,-0.19596,108.4,,
910.16,91.736,-2.247,3.4966,-2.6002,2.863,74.249,,
910.16,91.736,-6.621,9.912,-13.621,10.594,53.65,,
910.16,91.736,0.80679,4.1935,-5.9351,1.0942,105.83,,
910.16,91.736,6.6424,-5.3413,-2.1905,0.93051,110.32,,
911.16,93.109,1.4323,-0.032202,-0.99984,1.0255,73.975,,
911.16,93.109,1.0697,0.088434,1.6797,-2.9508,108.03,,
911.16,93.109,6.0441,-4.1459,-5.1213,3.2084,46.051,,
911.16,93.109,-6.563,9.4984,-9.2037,6.4505,54.474,,
912.16,93.75,-1.6408,4.9471,-3.0546,1.012,73.975,,
912.16,93.75,7.1139,-4.4914,-1.0505,-2.3905,111.05,,
912.16,93.75,14.775,-19.048,13.22,-9.129,53.925,,
912.16,93.75,-8.1131,2.9583,11.789,-7.2739,49.896,,
913.16,93.658,-2.5111,2.6065,0.15825,0.52304,72.876,,
913.16,93.658,-0.52568,2.1399,-0.24714,-1.3127,64.453,,
913.16,93.658,16.983,-20.5,10.798,-7.3563,52.46,,
913.16,93.658,6.5149,-0.90116,-12.282,7.2718,63.171,,
914.16,76.813,2.3874,-1.008,-1.1945,1.2906,73.517,,
914.16,76.813,-0.036342,1.5448,0.063292,-1.5829,63.904,,
914.16,76.813,-3.6129,0.2273,7.7857,-4.4615,143.55,,
914.16,76.813,18.094,-21.993,11.869,-8.4663,51.361,,
915.16,74.432,2.666,-1.2189,0.10977,-0.14281,73.425,,
915.16,74.432,1.097,1.148,-1.4814,-0.91571,65.186,,
915.16,74.432,3.363,-1.4655,-6.4594,4.5985,60.974,,
915.16,74.432,9.7667,-12.249,7.7583,-5.4931,51.819,,
916.16,73.242,0.01473,0.31648,0.12501,0.32718,57.129,,
916.16,73.242,0.91345,-0.076871,2.8331,-3.692,64.178,,
916.16,73.242,3.255,-2.401,-1.5282,0.76521,49.713,,
916.16,73.242,-1.9124,7.3459,-12.247,6.9923,52.46,,
917.16,72.968,0.077778,0.93987,-1.2494,1.0351,57.037,,
917.16,72.968,1.2955,0.37279,0.52176,-2.219,52.734,,
917.16,72.968,-0.50862,4.492,-9.0241,5.0971,51.086,,
917.16,72.968,4.3317,-4.5018,0.83741,-0.69208,49.347,,
918.16,73.151,-1.3784,0.29142,0.18236,-0.55861,57.312,,
918.16,73.151,-0.92514,0.59118,-1.8208,2.2779,53.375,,
918.16,73.151,-3.7955,3.6164,-0.51909,1.0158,48.889,,
918.16,73.151,0.20567,5.0892,-9.9437,5.2827,89.63,,
919.16,73.792,1.5369,-0.03623,-1.1604,0.48272,53.467,,
919.16,73.792,5.374,-4.9356,-1.1694,0.59179,83.038,,
919.16,73.792,2.2393,2.7923,-2.2753,-3.0382,52.185,,
919.16,73.792,-3.8668,17.099,-30.253,17.42,90.454,,
920.16,75.165,0.92379,-0.026384,-0.99654,0.94118,53.375,,
920.16,75.165,1.3176,1.6981,-5.755,2.6409,88.623,,
920.16,75.165,5.5259,-6.264,0.26782,0.39576,78.094,,
920.16,75.165,-9.9261,14.584,-26.981,22.644,50.995,,
921.16,77.179,0.29173,0.90669,-3.2987,2.9817,54.291,,
921.16,77.179,-4.7234,8.0941,-14.154,10.872,93.384,,
921.16,77.179,5.4065,-6.3858,1.6606,-0.89495,77.271,,
921.16,77.179,2.6055,0.20394,-3.4894,0.70784,71.96,89.539,
922.16,79.102,-0.09029,1.5843,-4.5548,3.9445,102.54,,
922.16,79.102,-4.8852,8.4782,-15.089,11.52,109.86,,
922.16,79.102,5.9649,-6.7798,1.0665,-0.42124,77.179,,
922.16,79.102,2.5399,0.068432,-2.6441,0.047437,54.016,92.102,
923.16,80.109,0.41172,0.66754,-2.8514,2.6408,66.01,,
923.16,80.109,-4.2407,7.3657,-13.021,9.9652,110.87,,
923.16,80.109,6.0747,-6.884,0.98349,-0.33808,77.362,,
923.16,80.109,2.0974,0.85951,-4.1832,1.2771,92.468,,
924.16,80.475,0.31662,0.97382,-3.4048,3.0076,64.636,,
924.16,80.475,-4.8143,7.527,-11.002,8.3496,111.97,,
924.16,80.475,5.7281,-6.4701,0.66298,-0.12684,78.369,,
924.16,80.475,1.6555,1.5378,-5.2807,2.148,102.72,,
925.16,80.658,-0.0915,1.508,-3.7047,3.1827,82.855,,
925.16,80.658,3.1122,-6.0228,11.635,-8.7604,111.79,,
925.16,80.658,1.5278,1.3044,-3.9755,1.1824,100.34,,
925.16,80.658,5.7471,-6.749,2.4311,-1.5945,79.559,,
926.16,80.658,0.26109,1.2341,-3.9265,3.3163,63.171,,
926.16,80.658,-4.5777,7.2333,-10.498,7.858,92.01,,
926.16,80.658,5.9312,-6.7629,1.2059,-0.61752,59.418,,
926.16,80.658,2.0429,0.97411,-4.3722,1.3765,99.884,,
927.16,80.292,0.33979,1.4028,-4.3587,3.4906,62.988,,
927.16,80.292,-1.8507,0.04098,6.6829,-4.6891,96.222,,
927.16,80.292,2.588,-0.0023941,-2.3452,-0.22421,99.792,,
927.16,80.292,-7.9935,10.984,-9.3375,6.5502,57.495,,
928.16,80.2,0.60872,1.063,-3.6793,2.8685,63.446,,
928.16,80.2,-0.051376,3.2707,-4.322,1.0869,60.883,,
928.16,80.2,15.547,-14.683,-3.9866,2.7964,45.044,,
928.16,80.2,-21.244,28.583,-24.415,17.344,90.179,,
929.16,80.292,-0.054077,1.0044,-2.9158,2.8375,84.137,,
929.16,80.292,-0.74429,3.2178,-2.5752,0.30628,93.658,,
929.16,80.292,-5.9226,3.9296,5.5295,-3.4848,70.953,,
929.16,80.292,17.236,-23.36,21.345,-15.541,90.546,,
930.16,80.475,-1.5493,0.73057,3.637,-1.4907,74.066,83.13,
930.16,80.475,3.7755,-0.15159,-6.9807,3.7301,50.812,,
930.16,80.475,0.64491,0.67379,1.0567,-2.4473,89.722,,
930.16,80.475,-6.6927,9.325,-6.0538,3.5845,60.608,,
931.16,81.024,-0.24181,-1.1153,4.7393,-2.0902,82.489,,
931.16,81.024,4.0024,-0.45965,-6.6999,3.5387,51.178,,
931.16,81.024,0.90543,0.64517,0.43854,-2.0369,109.77,,
931.16,81.024,-8.9601,11.581,-6.5161,4.1533,108.86,,
932.16,81.848,0.12172,0.24181,0.045897,0.38384,82.581,,
932.16,81.848,0.28806,1.2294,0.034787,-1.5389,109.77,,
932.16,81.848,3.9549,-0.57472,-6.5372,3.3577,63.171,,
932.16,81.848,-9.0556,11.685,-6.5193,4.1434,108.76,,
933.16,82.581,0.77084,-0.8973,0.88335,0.0042084,82.947,,
933.16,82.581,0.64373,0.44027,0.62276,-1.6709,45.044,,
933.16,82.581,-8.7914,12.222,-7.1994,4.1865,109.04,,
933.16,82.581,3.3068,0.47787,-6.866,3.3939,57.037,,
934.16,82.855,0.93769,-0.64609,0.21854,0.28904,83.679,,
934.16,82.855,0.42125,0.78459,0.087913,-1.2606,46.6,,
934.16,82.855,-3.6718,0.42834,6.729,-3.8106,57.861,,
934.16,82.855,9.0432,-12.127,6.9616,-4.3367,109.68,,
935.16,82.672,1.7578,-3.6382,6.3347,-3.26,85.51,,
935.16,82.672,3.204,0.24734,-7.2215,4.2146,57.495,,
935.16,82.672,-0.2245,2.0752,-0.635,-1.2451,48.981,,
935.16,82.672,-22.318,28.685,-15.462,9.7247,78.278,,
936.16,82.214,0.030034,0.097766,0.2896,0.3738,87.341,,
936.16,82.214,0.50812,1.3732,-0.63193,-1.1491,83.771,,
936.16,82.214,-3.7015,1.0761,5.8649,-3.4422,54.474,,
936.16,82.214,17.876,-24.769,16.7,-10.337,78.552,,
937.16,81.94,-0.39847,2.4907,-3.5538,2.3647,97.504,,
937.16,81.94,-0.31663,-5.2943,13.717,-8.1019,87.708,,
937.16,81.94,-3.5183,7.0027,-3.0367,-0.50588,80.017,,
937.16,81.94,19.148,-22.33,9.8371,-7.0313,80.383,,
938.16,81.665,0.39826,-0.37063,0.8196,-0.081307,89.447,,
938.16,81.665,0.21591,1.6854,-1.6305,-0.14917,87.616,,
938.16,81.665,4.1578,-2.3475,-3.8985,2.335,79.742,,
938.16,81.665,-12.874,19.664,-16.048,10.373,62.622,,
939.16,81.665,-0.73612,1.7826,-1.4106,1.2624,91.278,,
939.16,81.665,0.54964,0.87878,-0.63192,-0.75539,88.165,,
939.16,81.665,-7.0026,10.981,-9.1141,5.5502,62.897,,
939.16,81.665,3.2336,-1.8213,-3.145,1.8886,65.918,,
940.16,81.573,-1.4728,2.5931,-1.9632,1.7622,91.644,,
940.16,81.573,0.36087,1.5213,-1.5044,-0.22511,89.905,,
940.16,81.573,-6.9008,10.776,-9.4792,5.9719,64.27,,
940.16,81.573,4.0092,-2.511,-3.3291,2.0112,64.362,,
941.16,80.933,-1.9946,3.3413,-2.7731,2.3147,91.095,,
941.16,80.933,0.31557,1.7864,-1.5821,-0.35535,90.454,,
941.16,80.933,8.5435,-13.413,12.187,-7.5995,65.918,,
941.16,80.933,-4.1634,2.3131,4.4153,-2.7413,62.805,,
942.16,80.2,-0.33915,1.6711,-1.3597,1.5563,91.095,,
942.16,80.2,0.86058,0.95611,-1.0019,-0.77907,58.594,,
942.16,80.2,-8.5915,12.195,-9.1308,5.8445,65.552,,
942.16,80.2,4.7873,-1.214,-9.1478,5.7373,61.066,,
943.16,79.742,-1.0042,1.9352,-1.0427,1.5876,90.271,,
943.16,79.742,0.92414,0.45114,0.6134,-1.9369,60.608,,
943.16,79.742,-7.8416,11.838,-10.213,6.4912,65.094,,
943.16,79.742,5.0875,-3.696,-2.7902,1.484,60.974,,
944.16,79.376,0.060185,0.12379,0.9365,-0.34086,89.722,,
944.16,79.376,3.3921,-1.0504,2.5568,-5.0296,85.602,,
944.16,79.376,5.8162,-0.70069,-11.498,6.7346,60.516,,
944.16,79.376,-10.554,14.898,-10.086,5.9073,65.277,,
945.16,79.651,0.62439,-0.21907,0.95323,-0.57459,87.433,,
945.16,79.651,1.3756,3.9854,-1.2583,-4.308,55.939,,
945.16,79.651,-9.9165,14.324,-10.495,6.1639,85.236,,
945.16,79.651,8.8533,-4.416,-11.751,7.5084,60.699,,
946.16,80.566,2.1793,-2.2646,2.0297,-1.1794,86.426,,
946.16,80.566,-8.3171,11.838,-8.9421,5.6423,66.376,,
946.16,80.566,7.0069,-4.2601,4.3982,-7.3249,53.467,,
946.16,80.566,8.3841,-5.4693,-8.747,5.942,80.475,,
947.16,81.848,2.3474,-2.6604,2.7608,-1.6941,86.151,,
947.16,81.848,9.0541,-12.795,9.2343,-5.7298,84.961,,
947.16,81.848,5.5308,-1.6622,2.2217,-6.2742,78.003,,
947.16,81.848,11.225,-9.4313,-4.5214,2.8777,80.292,,
948.16,83.405,-0.38959,0.89377,0.91467,-0.65657,86.06,,
948.16,83.405,6.2201,-2.5726,2.7155,-6.5807,75.623,,
948.16,83.405,2.0137,2.6785,-12.297,7.9122,81.94,,
948.16,83.405,18.321,-23.265,13.016,-7.9662,84.595,,
949.16,84.961,-0.87476,1.6773,-0.30592,0.28695,69.672,,
949.16,84.961,5.3688,-0.69604,-0.29123,-4.5415,76.355,,
949.16,84.961,20.637,-23.642,8.9097,-5.694,84.229,,
949.16,84.961,-4.0628,7.3477,-13.684,10.439,84.045,,
950.16,86.151,-1.0904,1.4607,0.29165,0.12699,70.862,,
950.16,86.151,2.1613,3.3517,-5.2167,-0.21111,80.383,,
950.16,86.151,18.132,-21.588,8.6424,-4.9687,47.791,,
950.16,86.151,2.7455,-1.3227,-10.522,9.2917,71.32,,
951.16,87.067,-0.35664,0.59584,1.2294,-0.67952,71.686,,
951.16,87.067,-4.9194,6.781,-12.116,10.556,71.136,,
951.16,87.067,0.93948,4.4262,-5.6519,0.31708,81.116,,
951.16,87.067,19.198,-19.979,2.3403,-1.4229,49.347,,
952.16,87.433,-0.13439,0.41405,1.3471,-0.83866,72.876,,
952.16,87.433,3.6784,-2.1098,-5.3785,4.0139,68.39,,
952.16,87.433,-0.12078,4.5144,-2.6183,-1.8934,49.713,,
952.16,87.433,9.954,-11.019,4.892,-3.9107,72.51,,
953.16,87.158,1.1101,-0.7515,1.5579,-1.1481,103.91,,
953.16,87.158,1.6206,0.17081,-6.7834,5.1744,69.031,,
953.16,87.158,-0.50381,5.36,-3.1842,-1.8945,49.164,,
953.16,87.158,22.292,-25.125,9.3014,-6.6466,72.968,,
954.16,86.334,-0.2121,0.56977,1.8991,-1.5132,90.179,,
954.16,86.334,-3.1289,1.5789,5.4815,-4.224,71.686,,
954.16,86.334,-2.118,6.8537,-4.4724,-0.53672,48.431,,
954.16,86.334,11.861,-13.164,5.9792,-4.7805,71.228,,
955.16,85.236,0.67435,-0.29249,1.0403,-0.67705,56.58,,
955.16,85.236,0.82289,0.58652,-4.5523,3.4116,63.446,73.151,
955.16,85.236,0.54766,1.8695,-0.66831,-2.0477,50.079,,
955.16,85.236,14.815,-15.931,4.2893,-3.4243,72.327,,
956.16,83.862,-1.7143,2.2965,0.085584,0.096522,71.777,,
956.16,83.862,8.9631,-10.303,6.6372,-5.2365,63.629,,
956.16,83.862,5.5375,-5.086,-6.1695,6.1311,50.537,,
956.16,83.862,-1.6773,6.4818,-6.3525,1.5203,51.819,,
957.16,82.947,-0.33831,1.3302,-0.84034,0.64012,69.397,,
957.16,82.947,-0.87633,4.6621,-3.718,-0.34598,52.277,,
957.16,82.947,-2.6901,1.6844,4.0131,-3.0467,79.102,,
957.16,82.947,9.1563,-10.722,6.5819,-5.0984,60.608,,
958.16,82.764,-0.87427,1.3465,0.58825,-0.30636,84.595,,
958.16,82.764,-1.9071,-0.10818,5.4528,-3.665,55.023,,
958.16,82.764,1.5114,1.2888,1.1424,-4.1913,53.65,,
958.16,82.764,8.7222,-10.961,7.3078,-5.0659,57.77,,
959.16,83.496,0.43876,0.48864,-0.75103,0.62174,83.954,,
959.16,83.496,4.3189,-2.8242,-4.6756,3.1985,84.869,,
959.16,83.496,1.5908,1.2494,0.31654,-3.371,53.65,,
959.16,83.496,7.5525,-10.246,6.8865,-4.2474,125.79,,
960.16,85.51,2.9055,-2.2259,0.99667,-0.97487,81.757,,
960.16,85.51,1.6033,1.7134,-1.5793,-2.2483,129.82,,
960.16,85.51,-4.3271,2.5019,5.6292,-3.8387,129.82,,
960.16,85.51,15.347,-20.975,14.661,-9.598,124.88,,
961.16,87.433,-1.6452,4.3506,-4.1353,2.8904,101.35,,
961.16,87.433,3.8082,-1.5053,-6.5581,4.2854,130,,
961.16,87.433,3.2751,-0.42249,0.45633,-3.6265,130.83,,
961.16,87.433,-16.007,21.449,-14.308,8.9822,124.15,,
962.16,87.982,-4.1311,6.3549,-2.7293,1.2926,74.982,,
962.16,87.982,-18.519,24.489,-16.192,10.194,123.6,,
962.16,87.982,1.5758,1.7405,2.7015,-6.4437,130.46,,
962.16,87.982,6.5981,-1.8606,-12.115,7.5228,92.285,,
963.16,87.433,-1.057,1.6544,0.099358,0.097687,97.961,,
963.16,87.433,2.0204,0.33346,-1.0381,-1.3487,88.989,,
963.16,87.433,5.2766,-2.5533,-8.3516,5.8385,92.743,,
963.16,87.433,20.451,-27.427,17.383,-10.57,122.5,,
964.16,85.144,-4.4489,6.071,-2.6095,1.763,75.165,,
964.16,85.144,9.066,-11.684,8.3107,-5.5018,125.52,,
964.16,85.144,0.56633,2.6743,-3.205,-0.088912,88.165,,
964.16,85.144,7.0332,-5.2356,-5.9969,4.4001,92.102,,
965.16,78.827,-4.8044,6.4859,-2.7571,1.8311,75.256,,
965.16,78.827,8.8991,-11.565,8.3165,-5.42,126.34,,
965.16,78.827,0.544,2.5379,-2.4701,-0.67331,87.708,,
965.16,78.827,-5.0349,3.0693,6.1464,-4.3975,90.363,,
966.16,77.82,-5.9283,7.3223,-2.4621,1.8243,75.897,,
966.16,77.82,10.331,-12.613,7.0251,-4.471,126.71,,
966.16,77.82,0.72852,2.2534,-2.3632,-0.61902,86.609,,
966.16,77.82,4.8413,-2.8981,-6.3377,4.5987,89.081,,
967.16,77.271,-3.0066,3.6045,-0.43841,0.6283,77.362,,
967.16,77.271,2.4064,-0.17869,-0.06151,-2.1192,85.602,,
967.16,77.271,20.529,-25.564,11.749,-6.5386,78.278,,
967.16,77.271,4.7384,-1.5206,-10.487,7.4715,89.081,,
968.16,77.362,-4.7792,5.5341,-0.56345,0.59274,76.996,,
968.16,77.362,12.987,-14.399,3.0337,-1.3548,75.256,,
968.16,77.362,0.67093,1.4836,-0.43354,-1.7081,83.496,,
968.16,77.362,3.2126,-0.36815,-8.8867,6.2208,89.172,,
969.16,77.911,-4.6436,5.664,-1.7582,1.5266,77.82,,
969.16,77.911,13.233,-15.277,5.1244,-2.8488,73.608,,
969.16,77.911,0.87276,1.5737,-0.50147,-1.9029,69.489,,
969.16,77.911,5.369,-2.2812,-10.109,7.1391,76.813,,
970.16,78.186,-4.3732,5.4066,-2.2116,1.982,78.827,,
970.16,78.186,13.108,-15.502,5.9621,-3.3672,53.284,121.12,
970.16,78.186,1.5198,1.1852,-1.165,-1.4597,69.763,,
970.16,78.186,6.3313,-3.3268,-9.7133,6.8071,76.63,,
971.16,78.552,-3.8563,4.4057,-1.769,2.0398,80.017,,
971.16,78.552,14.553,-18.654,10.263,-6.032,55.298,,
971.16,78.552,2.4986,1.5395,-1.9618,-1.9451,76.538,,
971.16,78.552,8.6146,-5.1691,-12.338,8.9708,75.897,,
972.16,78.369,0.024765,-0.066537,0.72692,0.086839,84.412,,
972.16,78.369,0.6234,1.6236,-0.90357,-1.2624,75.531,,
972.16,78.369,4.9157,-2.7042,-6.052,3.9936,75.073,,
972.16,78.369,15.559,-18.822,8.2409,-5.1448,57.037,,
973.16,78.094,-3.2544,3.7441,-0.83582,1.095,84.412,,
973.16,78.094,7.92,-8.9922,2.7764,-1.4344,57.678,,
973.16,78.094,1.166,0.86828,-0.41442,-1.5099,74.89,,
973.16,78.094,3.1295,-1.1225,-5.5136,3.5858,57.678,,
974.16,78.278,1.3746,-2.2401,2.8431,-1.2603,90.454,98.694,
974.16,78.278,5.2603,-3.8322,-4.0054,2.8077,46.783,,
974.16,78.278,16.94,-22.8,13.872,-8.5425,57.587,,
974.16,78.278,1.8725,1.7765,-0.96349,-2.5745,89.081,122.22,
975.16,79.102,0.25151,0.020098,1.0328,-0.53882,91.553,,
975.16,79.102,2.0479,-0.38354,-1.4994,-0.21227,51.819,,
975.16,79.102,3.9653,-0.8507,-11.97,9.4708,58.319,,
975.16,79.102,11.974,-15.05,6.4448,-3.3917,55.756,,
976.16,80.475,-0.11099,0.73894,0.67371,-0.54197,91.644,,
976.16,80.475,1.3445,0.39459,-0.41694,-1.5432,89.996,,
976.16,80.475,4.0782,-0.58103,-8.1436,4.8869,110.78,,
976.16,80.475,14.006,-17.612,6.5366,-2.9769,52.002,,
977.16,83.13,-2.8982,3.8454,-0.99904,0.82656,93.109,,
977.16,83.13,9.8356,-11.866,3.8925,-1.6554,53.558,,
977.16,83.13,2.2143,-0.5129,-0.57758,-1.0947,87.891,,
977.16,83.13,1.1425,1.7549,-7.857,5.1605,110.32,,
978.16,86.609,1.3649,-1.347,0.83402,-0.078343,105.74,,
978.16,86.609,0.69715,1.9086,0.73549,-3.367,87.708,,
978.16,86.609,20.454,-26.365,13.593,-8.1103,49.896,,
978.16,86.609,-4.6533,1.9011,6.9553,-4.3893,110.5,,
979.16,88.44,-1.3731,1.9172,-0.3906,0.6444,107.76,,
979.16,88.44,-8.0401,10.95,-7.1479,4.3125,89.539,,
979.16,88.44,-0.13988,1.4215,3.8699,-5.2589,87.891,,
979.16,88.44,5.106,-1.8337,-7.2318,4.2129,63.171,,
980.16,89.081,-1.6712,2.2263,-0.263,0.50603,82.123,,
980.16,89.081,-7.5788,10.729,-7.6996,4.6446,90.729,,
980.16,89.081,2.8955,-0.53321,0.82137,-3.1855,89.172,,
980.16,89.081,8.2597,-4.3039,-10.749,7.2892,62.439,,
981.16,88.715,3.1649,-1.654,-1.6218,1.5686,84.869,,
981.16,88.715,8.2098,-4.2928,-11.588,7.7274,61.615,,
981.16,88.715,1.155,2.1952,-1.4164,-1.9835,93.384,101.26,
981.16,88.715,9.0949,-12.116,7.3738,-4.5607,91.37,,
982.16,86.151,-1.6054,2.7079,-1.7673,1.4915,83.221,,
982.16,86.151,9.1002,-12.255,8.4189,-5.3012,91.553,,
982.16,86.151,0.24837,2.6087,0.02622,-2.8972,131.56,,
982.16,86.151,-9.9595,6.2088,10.118,-6.593,61.432,,
983.16,81.024,-1.7578,3.315,-2.6041,1.8507,82.672,,
983.16,81.024,-9.6737,13.097,-9.667,6.2123,90.363,,
983.16,81.024,0.30687,3.4834,-1.1744,-2.7614,131.65,,
983.16,81.024,11.576,-7.5121,-11.829,7.8973,60.15,132.2,
984.16,78.918,-1.6176,2.1352,0.2112,0.038758,82.581,,
984.16,78.918,2.5929,-1.3131,0.40602,-1.739,131.65,,
984.16,78.918,4.2022,-1.4862,-7.9816,5.6248,132.29,,
984.16,78.918,10.344,-13.803,8.0905,-4.7005,67.291,,
985.16,78.278,-3.074,4.4093,-2.2722,1.7438,68.481,,
985.16,78.278,-11.045,14.946,-10.388,6.4401,67.657,,
985.16,78.278,-0.86629,6.5163,-4.4103,-1.2293,132.11,,
985.16,78.278,12.333,-5.5995,-16.642,10.193,131.74,,
986.16,77.82,0.86378,-1.1111,1.8779,-0.87796,68.939,,
986.16,77.82,0.78265,1.1209,-0.76936,-1.0765,132.39,,
986.16,77.82,-6.1775,5.0133,4.5851,-3.6136,132.02,,
986.16,77.82,17.165,-23.711,19.835,-13.834,67.657,,
987.16,77.82,0.58428,-0.98096,2.4091,-1.2769,69.122,,
987.16,77.82,0.34562,1.8427,-1.3866,-0.74204,102.17,,
987.16,77.82,4.2083,-2.5035,-5.5585,4.1197,48.889,,
987.16,77.82,23.74,-30.221,20.714,-14.779,53.284,,
988.16,78.186,-0.1545,0.15603,0.88189,-0.11233,69.672,,
988.16,78.186,2.0933,0.35197,-2.299,-0.027925,102.36,,
988.16,78.186,-7.0147,4.1823,11.872,-9.3569,104.92,,
988.16,78.186,11.938,-15.338,10.094,-6.8718,54.474,,
989.16,78.461,0.21857,-0.57412,1.6529,-0.54586,105.01,,
989.16,78.461,-2.057,5.4293,-4.6664,1.4856,101.17,,
989.16,78.461,-2.7528,0.79558,7.3944,-5.6608,105.56,,
989.16,78.461,29.024,-35.284,19.743,-13.787,50.262,,
990.16,78.278,-3.0911,4.1234,-2.8218,2.5895,71.136,,
990.16,78.278,1.494,1.4599,-2.4056,-0.41772,91.461,,
990.16,78.278,17.039,-21.817,14.111,-9.3052,118.38,,
990.16,78.278,10.766,-7.8463,-12.886,10.059,104.46,,
991.16,78.094,2.5917,-3.0267,1.847,-0.65523,89.813,,
991.16,78.094,-1.2907,5.191,-5.5626,1.8074,89.172,,
991.16,78.094,30.514,-37.514,22.16,-15.558,71.503,,
991.16,78.094,6.8177,-3.074,-16.171,12.575,113.16,,
992.16,77.454,0.92903,-0.86649,0.18076,0.53957,88.715,,
992.16,77.454,-3.4481,7.7263,-5.7885,1.636,101.81,,
992.16,77.454,-3.7976,10.1,-23.422,17.246,76.538,,
992.16,77.454,33.345,-38.813,17.247,-11.956,100.52,,
993.16,76.355,-3.0568,4.1507,-2.795,2.491,87.341,,
993.16,76.355,-1.1273,5.3964,-5.7947,1.6407,89.172,,
993.16,76.355,37.814,-47.285,27.38,-17.839,70.496,,
993.16,76.355,-8.7887,5.2407,16.246,-12.746,98.694,,
994.16,75.165,-0.81072,1.3784,-1.3494,1.5775,82.672,,
994.16,75.165,-0.59857,4.2897,-5.3977,1.8583,89.905,,
994.16,75.165,2.4714,2.4354,-19.637,14.857,81.573,,
994.16,75.165,34.071,-41.582,22.197,-14.879,71.32,,
995.16,74.158,-2.0665,2.4963,-1.1905,1.5384,80.2,,
995.16,74.158,0.91591,2.3242,-4.1407,1.0822,90.363,,
995.16,74.158,33.661,-42.565,27.198,-18.295,72.052,,
995.16,74.158,12.709,-11.873,-10.538,9.8287,81.848,,
996.16,73.242,-1.3996,1.6756,0.49028,0.0065504,79.742,,
996.16,73.242,7.7271,-3.851,-9.8204,6.0941,85.968,,
996.16,73.242,-1.2345,7.7676,-2.6525,-3.9125,93.658,,
996.16,73.242,-33.313,45.123,-32.352,20.716,73.334,,
997.16,72.876,-2.7337,3.5703,-0.81393,0.75839,78.918,,
997.16,72.876,-7.1726,3.7322,10.142,-6.8698,86.884,,
997.16,72.876,30.298,-40.932,27.59,-17.004,76.355,,
997.16,72.876,8.6171,-4.3639,2.0057,-6.3134,93.475,,
998.16,72.601,-1.4973,1.4822,2.7333,-1.9965,78.186,,
998.16,72.601,6.8302,-3.9077,-8.6949,6.0698,88.531,,
998.16,72.601,4.9082,0.7016,-1.9757,-3.8493,92.194,,
998.16,72.601,31.425,-41.093,27.699,-18.236,79.376,,
999.16,72.51,-0.62715,0.92289,2.0692,-1.6298,76.447,,
999.16,72.51,-6.69,4.987,6.2432,-4.7856,89.447,,
999.16,72.51,2.619,2.7837,-3.1097,-2.5135,91.187,,
999.16,72.51,20.197,-27.977,23.113,-15.507,83.496,,
1000.2,72.51,1.2446,-1.8903,4.8689,-3.5557,75.714,,
1000.2,72.51,6.0838,-4.1008,-7.3689,5.7451,89.264,,
1000.2,72.51,12.744,-16.268,9.7918,-6.5181,51.178,,
1000.2,72.51,1.8631,3.858,-5.5483,-0.34891,59.052,,
1001.2,72.693,1.4598,-1.9699,4.3081,-3.099,75.256,,
1001.2,72.693,5.3571,-3.5511,-7.3736,5.891,129.82,,
1001.2,72.693,14.444,-17.768,9.3644,-6.2552,50.446,,
1001.2,72.693,4.876,1.1514,-5.5138,-0.61167,61.34,,
1002.2,72.876,-0.57232,-0.52444,4.3353,-2.4972,74.615,,
1002.2,72.876,5.892,-2.5248,-11.122,8.0665,60.974,,
1002.2,72.876,2.1132,0.58572,0.34428,-2.997,61.981,,
1002.2,72.876,17.571,-20.731,8.745,-5.6867,52.734,,
1003.2,73.151,1.9581,-0.56148,-2.6987,2.7426,64.27,,
1003.2,73.151,4.4588,-2.1289,-7.9661,5.5885,64.087,,
1003.2,73.151,1.7595,0.189,0.044565,-1.9518,62.164,,
1003.2,73.151,13.655,-16.006,6.9596,-4.725,52.551,,
1004.2,72.968,2.0441,-1.2923,-0.067572,0.085902,64.636,,
1004.2,72.968,1.0362,1.1017,0.020747,-2.2763,63.538,,
1004.2,72.968,4.8643,-2.712,-8.1379,5.9842,64.636,,
1004.2,72.968,11.688,-14.02,8.2329,-6.046,53.375,,
1005.2,72.968,-1.329,1.967,0.2155,0.5451,64.545,,
1005.2,72.968,0.63629,1.8381,-0.53567,-1.9429,124.33,,
1005.2,72.968,-7.0315,5.4631,6.3531,-4.8752,64.819,,
1005.2,72.968,19.816,-23.854,18.065,-14.063,73.792,,
1006.2,72.876,-0.86702,0.64451,0.63783,0.35017,66.101,,
1006.2,72.876,0.39668,4.72,-6.4769,1.7235,66.925,,
