Time(mS),ppg,LPF1,LPF2,LPF3,LPF4
29360,2.649,17422,12559,19710,11741
29380,2.633,17420,12558,19712,11742
29400,2.654,17418,12557,19713,11742
29420,2.693,17416,12556,19715,11743
29440,2.677,17415,12556,19716,11743
29460,2.678,17414,12555,19717,11744
29480,2.77,17412,12554,19718,11744
29500,3.169,17411,12554,19719,11745
29520,3.775,17410,12553,19720,11746
29540,3.995,17409,12552,19720,11746
29560,4,17408,12551,19720,11747
29580,3.992,17407,12551,19719,11747
29600,4.005,17407,12550,19718,11748
29620,3.844,17406,12549,19717,11748
29640,3.469,17405,12548,19716,11749
29660,3.238,17404,12547,19715,11749
29680,3.081,17403,12546,19714,11750
29700,3.011,17402,12545,19712,11751
29720,2.947,17401,12544,19711,11752
29740,2.818,17400,12543,19711,11752
29760,2.812,17399,12542,19711,11753
29780,2.794,17398,12541,19711,11754
29800,2.805,17397,12540,19711,11755
29820,2.818,17396,12540,19712,11755
29840,2.891,17396,12540,19713,11756
29860,2.952,17395,12539,19715,11757
29880,2.958,17394,12539,19716,11757
29900,2.91,17394,12540,19718,11758
29920,2.877,17394,12540,19720,11759
29940,2.815,17394,12540,19723,11759
29960,2.751,17394,12541,19725,11760
29980,2.699,17394,12541,19727,11760
30000,2.65,17394,12542,19729,11761
30020,2.632,17394,12542,19731,11761
30040,2.652,17394,12543,19733,11762
30060,2.646,17394,12543,19735,11762
30080,2.596,17394,12544,19736,11763
30100,2.625,17394,12544,19738,11763
30120,2.654,17394,12544,19739,11764
30140,2.695,17394,12544,19740,11765
30160,2.724,17394,12545,19741,11765
30180,2.712,17394,12544,19742,11766
30200,2.686,17394,12544,19742,11766
30220,2.819,17394,12544,19743,11767
30240,3.238,17395,12544,19743,11768
30260,3.886,17395,12544,19743,11768
30280,3.992,17395,12544,19743,11769
30300,3.995,17396,12544,19743,11770
30320,3.998,17396,12544,19742,11770
30340,4.006,17396,12544,19741,11771
30360,3.819,17396,12544,19740,11771
30380,3.448,17396,12544,19739,11772
30400,3.157,17396,12544,19738,11773
30420,3.001,17396,12544,19737,11773
30440,2.938,17396,12544,19736,11774
30460,2.887,17396,12544,19735,11774
30480,2.77,17396,12544,19734,11775
30500,2.728,17396,12544,19733,11776
30520,2.741,17395,12543,19733,11776
30540,2.805,17395,12543,19733,11777
30560,2.804,17394,12543,19734,11777
30580,2.863,17394,12542,19734,11777
30600,2.887,17393,12542,19735,11778
30620,2.874,17393,12541,19736,11778
30640,2.833,17392,12541,19737,11778
30660,2.791,17391,12540,19738,11777
30680,2.712,17390,12539,19739,11777
30700,2.671,17389,12538,19740,11777
30720,2.615,17388,12537,19740,11777
30740,2.596,17387,12535,19741,11777
30760,2.558,17386,12534,19742,11777
30780,2.568,17385,12533,19742,11777
30800,2.561,17383,12532,19742,11778
30820,2.568,17382,12530,19743,11778
30840,2.618,17381,12529,19743,11780
30860,2.622,17380,12528,19743,11781
30880,2.577,17380,12527,19743,11782
30900,2.593,17379,12525,19743,11783
30920,2.59,17378,12524,19743,11785
30940,2.88,17377,12523,19743,11786
30960,3.42,17377,12522,19742,11787
30980,3.95,17376,12521,19742,11788
31000,3.992,17375,12519,19741,11788
31020,3.999,17374,12518,19740,11789
31040,3.984,17373,12517,19738,11789
31060,3.791,17372,12515,19737,11789
31080,3.456,17371,12514,19735,11790
31100,3.187,17370,12512,19733,11790
31120,2.972,17370,12511,19732,11791
31140,2.882,17369,12510,19730,11792
31160,2.828,17368,12509,19729,11793
31180,2.776,17367,12508,19728,11794
31200,2.695,17366,12507,19727,11795
31220,2.621,17366,12506,19727,11797
31240,2.706,17366,12505,19727,11798
31260,2.761,17366,12505,19727,11799
31280,2.85,17366,12504,19727,11800
31300,2.894,17366,12504,19728,11801
31320,2.889,17365,12503,19729,11801
31340,2.909,17365,12503,19729,11802
31360,2.766,17365,12503,19730,11801
31380,2.696,17365,12502,19731,11801
31400,2.668,17364,12502,19732,11801
31420,2.619,17364,12501,19733,11801
31440,2.575,17363,12501,19733,11800
31460,2.542,17362,12500,19734,11800
31480,2.552,17362,12499,19735,11800
31500,2.573,17361,12499,19736,11800
31520,2.6,17360,12498,19737,11800
31540,2.612,17360,12497,19738,11801
31560,2.593,17359,12496,19739,11801
31580,2.604,17359,12496,19739,11802
31600,2.597,17358,12495,19740,11803
31620,2.738,17358,12494,19740,11804
31640,3.197,17357,12493,19740,11804
31660,3.743,17357,12492,19739,11805
31680,3.999,17356,12491,19738,11806
31700,4,17356,12490,19737,11806
31720,3.993,17355,12489,19736,11807
31740,3.837,17355,12489,19734,11808
31760,3.532,17354,12488,19732,11808
31780,3.243,17353,12487,19731,11809
31800,3.001,17353,12486,19729,11809
31820,2.898,17353,12486,19727,11810
31840,2.812,17352,12485,19725,11810
31860,2.712,17353,12485,19724,11811
31880,2.679,17353,12485,19723,11811
31900,2.67,17353,12485,19722,11811
31920,2.695,17354,12485,19721,11811
31940,2.741,17355,12485,19721,11811
31960,2.822,17357,12485,19721,11811
31980,2.878,17359,12486,19721,11811
32000,2.849,17361,12487,19722,11811
32020,2.845,17363,12488,19722,11811
32040,2.805,17366,12489,19723,11811
32060,2.73,17368,12490,19724,11811
32080,2.688,17372,12491,19725,11811
32100,2.618,17375,12492,19726,11811
32120,2.597,17379,12494,19727,11812
32140,2.58,17383,12495,19728,11813
32160,2.548,17387,12497,19729,11814
32180,2.559,17391,12499,19731,11815
32200,2.607,17395,12501,19732,11816
32220,2.593,17400,12503,19733,11817
32240,2.615,17405,12505,19734,11819
32260,2.605,17409,12508,19736,11820
32280,2.66,17414,12510,19737,11821
32300,2.943,17419,12512,19737,11822
32320,3.508,17423,12514,19737,11823
32340,3.988,17428,12516,19737,11824
32360,3.995,17433,12519,19737,11825
32380,4,17437,12521,19736,11826
32400,3.93,17441,12522,19735,11827
32420,3.616,17446,12524,19734,11828
32440,3.263,17450,12526,19732,11829
32460,2.948,17455,12528,19730,11830
32480,2.796,17459,12530,19728,11830
32500,2.707,17463,12532,19725,11831
32520,2.654,17468,12534,19723,11832
32540,2.608,17472,12536,19721,11832
32560,2.589,17476,12538,19719,11833
32580,2.58,17480,12540,19718,11833
32600,2.688,17484,12541,19716,11833
32620,2.783,17488,12543,19715,11833
32640,2.832,17491,12545,19714,11833
32660,2.842,17495,12547,19714,11833
32680,2.811,17498,12549,19713,11833
32700,2.794,17501,12550,19713,11833
32720,2.728,17504,12551,19713,11833
32740,2.688,17507,12553,19713,11833
32760,2.625,17510,12554,19713,11833
32780,2.597,17513,12555,19713,11833
32800,2.59,17515,12556,19713,11833
32820,2.537,17518,12558,19714,11834
32840,2.555,17521,12559,19714,11834
32860,2.531,17523,12560,19714,11835
32880,2.485,17525,12561,19714,11835
32900,2.517,17528,12562,19714,11836
32920,2.654,17530,12564,19713,11836
32940,3.068,17532,12565,19712,11837
32960,3.523,17534,12565,19710,11837
32980,3.88,17535,12566,19709,11837
33000,3.908,17537,12567,19707,11837
33020,3.779,17538,12567,19704,11838
33040,3.501,17540,12567,19701,11838
33060,3.2,17541,12568,19698,11838
33080,3.025,17542,12568,19695,11838
33100,2.861,17543,12567,19692,11839
33120,2.71,17545,12567,19689,11839
33140,2.657,17546,12567,19686,11840
33160,2.577,17548,12567,19683,11841
33180,2.565,17549,12567,19680,11841
33200,2.579,17551,12566,19678,11842
33220,2.672,17552,12566,19676,11842
33240,2.758,17554,12565,19675,11842
33260,2.814,17555,12565,19673,11842
33280,2.867,17556,12564,19672,11843
33300,2.817,17557,12564,19672,11843
33320,2.789,17558,12563,19671,11842
33340,2.738,17559,12563,19671,11842
33360,2.696,17559,12562,19671,11842
33380,2.671,17560,12562,19671,11842
33400,2.65,17560,12562,19671,11842
33420,2.628,17561,12562,19671,11843
33440,2.579,17561,12562,19672,11843
33460,2.579,17561,12562,19673,11843
33480,2.502,17561,12562,19673,11843
33500,2.505,17561,12563,19674,11844
33520,2.502,17561,12563,19674,11844
33540,2.572,17561,12563,19674,11844
33560,2.915,17561,12563,19674,11844
33580,3.361,17560,12563,19673,11844
33600,3.82,17560,12562,19672,11843
33620,3.937,17560,12562,19671,11843
33640,3.827,17559,12561,19669,11842
33660,3.618,17558,12560,19667,11842
33680,3.32,17558,12559,19665,11842
33700,3.082,17557,12558,19663,11842
33720,2.894,17556,12557,19661,11842
33740,2.779,17555,12556,19660,11842
33760,2.675,17555,12555,19658,11842
33780,2.551,17554,12554,19657,11842
33800,2.503,17553,12553,19655,11842
33820,2.521,17552,12552,19654,11843
33840,2.594,17551,12551,19653,11843
33860,2.728,17550,12551,19653,11843
33880,2.839,17549,12550,19652,11843
33900,2.852,17548,12550,19652,11843
33920,2.896,17547,12549,19652,11842
33940,2.857,17546,12549,19652,11842
33960,2.815,17545,12548,19652,11841
33980,2.747,17544,12547,19653,11841
34000,2.65,17543,12546,19653,11840
34020,2.608,17541,12545,19654,11840
34040,2.607,17540,12545,19655,11840
34060,2.589,17539,12544,19656,11839
34080,2.605,17539,12543,19657,11839
34100,2.573,17538,12543,19658,11840
34120,2.555,17537,12543,19659,11840
34140,2.559,17537,12542,19660,11840
34160,2.656,17536,12542,19661,11840
34180,2.997,17536,12542,19662,11840
34200,3.527,17535,12542,19662,11840
34220,3.898,17535,12542,19662,11841
34240,3.979,17534,12542,19663,11841
34260,3.872,17534,12542,19662,11841
34280,3.628,17533,12541,19662,11841
34300,3.383,17532,12541,19662,11842
34320,3.18,17531,12541,19661,11842
34340,3.027,17529,12540,19660,11842
34360,2.891,17528,12540,19660,11843
34380,2.794,17527,12539,19660,11844
34400,2.745,17525,12539,19660,11844
34420,2.678,17523,12538,19660,11844
34440,2.666,17521,12538,19661,11844
34460,2.659,17519,12538,19661,11844
34480,2.754,17517,12537,19663,11844
34500,2.859,17514,12537,19664,11844
34520,2.909,17512,12536,19665,11843
34540,2.924,17510,12535,19667,11842
34560,2.853,17507,12535,19669,11842
34580,2.812,17505,12534,19671,11841
34600,2.772,17502,12533,19673,11840
34620,2.72,17499,12532,19675,11840
34640,2.663,17497,12531,19677,11839
34660,2.612,17495,12529,19680,11839
34680,2.575,17492,12528,19682,11839
34700,2.565,17490,12527,19684,11839
34720,2.562,17488,12526,19687,11839
34740,2.587,17485,12525,19689,11840
34760,2.596,17483,12524,19691,11840
34780,2.717,17481,12523,19693,11840
34800,3.092,17478,12521,19694,11840
34820,3.701,17476,12520,19695,11840
34840,4.005,17474,12519,19696,11840
34860,3.995,17471,12518,19697,11839
34880,3.978,17468,12517,19697,11839
34900,3.802,17466,12517,19697,11839
34920,3.539,17463,12516,19697,11839
34940,3.29,17460,12515,19696,11839
34960,3.095,17458,12515,19696,11840
34980,2.962,17455,12514,19696,11840
35000,2.903,17452,12514,19695,11840
35020,2.805,17450,12514,19696,11841
35040,2.755,17448,12514,19696,11841
35060,2.686,17445,12513,19697,11842
35080,2.659,17443,12513,19698,11842
35100,2.709,17441,12513,19699,11842
35120,2.798,17439,12513,19701,11842
35140,2.853,17436,12513,19703,11842
35160,2.899,17434,12512,19705,11842
35180,2.884,17431,12512,19707,11841
35200,2.817,17429,12511,19709,11841
35220,2.763,17427,12511,19711,11840
35240,2.685,17424,12510,19713,11839
35260,2.626,17422,12509,19715,11839
35280,2.611,17419,12509,19716,11838
35300,2.593,17417,12508,19718,11837
35320,2.596,17415,12507,19719,11837
35340,2.587,17413,12506,19721,11837
35360,2.561,17411,12505,19722,11836
35380,2.572,17409,12504,19723,11836
35400,2.577,17407,12503,19723,11836
35420,2.586,17405,12502,19724,11836
35440,2.77,17402,12501,19724,11835
35460,3.319,17400,12500,19724,11835
35480,3.88,17398,12498,19723,11835
35500,3.995,17396,12497,19722,11834
35520,3.995,17393,12496,19721,11834
35540,3.992,17391,12495,19720,11833
35560,3.923,17389,12493,19719,11833
35580,3.567,17386,12492,19717,11833
35600,3.256,17384,12491,19715,11833
35620,3.062,17381,12489,19713,11833
35640,2.961,17379,12488,19711,11833
35660,2.889,17376,12487,19709,11834
35680,2.822,17374,12486,19708,11834
35700,2.73,17372,12485,19706,11834
35720,2.677,17370,12484,19705,11834
35740,2.684,17368,12483,19704,11834
35760,2.723,17367,12482,19704,11834
35780,2.744,17365,12481,19703,11834
35800,2.815,17363,12480,19704,11834
35820,2.845,17362,12479,19704,11833
35840,2.843,17360,12478,19705,11833
35860,2.779,17359,12477,19706,11833
35880,2.727,17357,12477,19707,11832
35900,2.685,17356,12476,19708,11831
35920,2.642,17354,12475,19709,11831
35940,2.612,17353,12474,19710,11830
35960,2.597,17351,12473,19711,11830
35980,2.552,17349,12472,19712,11829
36000,2.547,17347,12471,19713,11829
36020,2.549,17345,12471,19714,11828
36040,2.556,17343,12470,19714,11828
36060,2.576,17341,12469,19715,11827
36080,2.589,17339,12468,19716,11827
36100,2.559,17337,12467,19716,11827
36120,2.672,17335,12466,19717,11827
36140,3.045,17333,12465,19717,11827
36160,3.667,17331,12464,19717,11827
36180,3.998,17329,12463,19717,11827
36200,3.996,17327,12462,19717,11827
36220,3.998,17326,12461,19717,11827
36240,3.847,17325,12461,19716,11828
36260,3.558,17323,12460,19715,11828
36280,3.278,17322,12459,19714,11829
36300,3.057,17321,12459,19713,11829
36320,2.971,17320,12458,19712,11829
36340,2.88,17320,12458,19711,11830
36360,2.832,17319,12458,19710,11830
36380,2.733,17318,12458,19709,11830
36400,2.654,17318,12458,19708,11830
36420,2.607,17317,12458,19707,11830
36440,2.614,17317,12458,19707,11830
36460,2.692,17316,12458,19707,11831
36480,2.688,17316,12458,19708,11831
36500,2.738,17315,12459,19708,11831
36520,2.762,17315,12459,19709,11831
36540,2.737,17314,12459,19711,11831
36560,2.671,17313,12459,19712,11831
36580,2.628,17313,12459,19714,11831
36600,2.593,17312,12458,19715,11832
36620,2.559,17311,12458,19717,11832
36640,2.521,17310,12458,19719,11832
36660,2.492,17309,12458,19721,11832
36680,2.447,17308,12458,19722,11833
36700,2.5,17307,12458,19724,11833
36720,2.509,17306,12458,19725,11833
36740,2.549,17305,12457,19726,11833
36760,2.57,17305,12457,19728,11833
36780,2.569,17304,12457,19729,11834
36800,2.538,17303,12457,19729,11834
36820,2.531,17303,12456,19730,11834
36840,2.549,17303,12456,19731,11834
36860,2.614,17303,12456,19731,11833
36880,2.954,17303,12455,19731,11833
36900,3.554,17303,12455,19731,11833
36920,3.986,17303,12455,19731,11833
36940,4,17303,12454,19730,11833
36960,3.992,17303,12454,19730,11833
36980,3.82,17303,12454,19729,11833
37000,3.55,17303,12454,19728,11833
37020,3.27,17303,12454,19727,11833
37040,3.063,17303,12454,19726,11834
37060,2.965,17303,12454,19724,11834
37080,2.898,17303,12454,19723,11835
37100,2.787,17303,12455,19723,11835
37120,2.72,17303,12455,19722,11836
37140,2.674,17303,12456,19721,11837
37160,2.666,17303,12456,19721,11838
37180,2.679,17303,12456,19721,11838
37200,2.684,17303,12457,19721,11839
37220,2.755,17303,12457,19722,11839
37240,2.801,17303,12458,19723,11840
37260,2.818,17303,12458,19724,11840
37280,2.768,17303,12458,19725,11840
37300,2.723,17303,12458,19726,11840
37320,2.66,17303,12459,19727,11840
37340,2.6,17303,12459,19728,11839
37360,2.576,17303,12459,19729,11839
37380,2.54,17303,12459,19730,11838
37400,2.52,17302,12460,19731,11838
37420,2.478,17302,12460,19732,11838
37440,2.498,17302,12460,19733,11838
37460,2.498,17302,12460,19734,11837
37480,2.492,17301,12460,19735,11837
37500,2.514,17301,12460,19735,11837
37520,2.554,17301,12460,19736,11837
37540,2.552,17301,12460,19736,11837
37560,2.549,17300,12460,19737,11837
37580,2.565,17300,12460,19737,11837
37600,2.577,17300,12459,19737,11836
37620,2.766,17299,12459,19737,11836
37640,3.217,17299,12458,19737,11836
37660,3.761,17299,12458,19737,11836
37680,4.005,17298,12457,19736,11836
37700,4.003,17298,12457,19736,11836
37720,3.897,17297,12456,19735,11836
37740,3.669,17297,12456,19734,11836
37760,3.355,17297,12455,19733,11836
37780,3.102,17296,12455,19731,11836
37800,2.92,17296,12455,19730,11837
37820,2.828,17296,12455,19729,11837
37840,2.777,17296,12455,19728,11838
37860,2.7,17296,12455,19727,11839
37880,2.619,17296,12455,19726,11839
37900,2.608,17297,12456,19726,11840
37920,2.643,17297,12456,19726,11840
37940,2.621,17297,12456,19726,11840
37960,2.727,17298,12457,19727,11840
37980,2.79,17298,12457,19727,11840
38000,2.822,17299,12457,19728,11839
38020,2.777,17299,12457,19729,11839
38040,2.741,17299,12457,19730,11838
38060,2.689,17299,12457,19731,11838
38080,2.628,17299,12457,19732,11838
38100,2.552,17299,12457,19733,11837
38120,2.51,17299,12457,19734,11837
38140,2.493,17298,12457,19735,11837
38160,2.456,17298,12456,19735,11837
38180,2.437,17298,12456,19736,11837
38200,2.418,17298,12455,19737,11837
38220,2.472,17298,12455,19737,11837
38240,2.499,17298,12455,19738,11837
38260,2.505,17298,12454,19738,11837
38280,2.51,17298,12454,19739,11837
38300,2.534,17299,12453,19739,11837
38320,2.542,17300,12453,19739,11837
38340,2.495,17301,12453,19739,11837
38360,2.514,17303,12453,19739,11837
38380,2.685,17305,12453,19738,11836
38400,3.193,17307,12454,19738,11836
38420,3.726,17309,12454,19737,11836
38440,3.956,17311,12455,19736,11836
38460,3.929,17313,12456,19735,11836
38480,3.74,17316,12456,19733,11836
38500,3.446,17319,12457,19732,11837
38520,3.217,17322,12458,19730,11838
38540,2.976,17325,12459,19729,11839
38560,2.832,17328,12461,19727,11840
38580,2.737,17331,12462,19726,11842
38600,2.682,17335,12464,19725,11843
38620,2.576,17338,12465,19724,11844
38640,2.505,17342,12467,19723,11846
38660,2.526,17346,12469,19723,11847
38680,2.579,17350,12471,19723,11848
38700,2.667,17354,12473,19723,11848
38720,2.714,17358,12475,19723,11849
38740,2.721,17362,12477,19724,11849
38760,2.728,17366,12479,19725,11849
38780,2.699,17370,12481,19726,11850
38800,2.686,17374,12483,19727,11850
38820,2.643,17377,12485,19728,11850
38840,2.544,17381,12487,19729,11850
38860,2.489,17385,12488,19730,11850
38880,2.493,17389,12490,19732,11850
38900,2.52,17393,12492,19733,11851
38920,2.464,17397,12493,19734,11851
38940,2.475,17401,12495,19736,11852
38960,2.439,17404,12497,19737,11853
38980,2.458,17408,12498,19737,11853
39000,2.51,17412,12500,19738,11854
39020,2.507,17417,12502,19739,11854
39040,2.535,17421,12503,19739,11854
39060,2.54,17425,12505,19740,11854
39080,2.512,17429,12506,19739,11855
39100,2.538,17434,12508,19739,11855
39120,2.759,17438,12510,19738,11855
39140,3.232,17442,12511,19737,11855
39160,3.757,17447,12513,19736,11856
39180,3.958,17451,12514,19735,11857
39200,3.891,17454,12516,19733,11857
39220,3.683,17458,12517,19731,11859
39240,3.395,17462,12519,19729,11860
39260,3.137,17466,12520,19727,11861
39280,2.882,17469,12522,19725,11863
39300,2.77,17473,12524,19722,11865
39320,2.653,17476,12526,19720,11866
39340,2.583,17480,12528,19718,11868
39360,2.509,17483,12530,19716,11869
39380,2.5,17486,12531,19715,11871
39400,2.548,17489,12533,19713,11872
39420,2.607,17492,12535,19712,11872
39440,2.709,17495,12537,19711,11873
39460,2.783,17498,12539,19711,11873
39480,2.824,17501,12540,19711,11873
39500,2.822,17504,12542,19711,11874
39520,2.747,17506,12544,19711,11874
39540,2.699,17509,12545,19711,11874
39560,2.646,17512,12547,19712,11874
39580,2.597,17514,12549,19713,11874
39600,2.565,17517,12551,19714,11875
39620,2.53,17520,12552,19715,11875
39640,2.514,17522,12554,19717,11876
39660,2.463,17525,12555,19718,11877
39680,2.485,17527,12557,19719,11877
39700,2.464,17530,12558,19720,11878
39720,2.477,17532,12559,19720,11879
39740,2.499,17533,12560,19720,11879
39760,2.519,17535,12561,19720,11879
39780,2.5,17536,12562,19720,11879
39800,2.521,17537,12562,19719,11879
39820,2.759,17538,12562,19717,11878
39840,3.245,17538,12562,19716,11878
39860,3.652,17538,12562,19714,11877
39880,3.89,17538,12562,19712,11876
39900,3.831,17538,12562,19710,11875
39920,3.581,17538,12561,19708,11874
39940,3.297,17537,12561,19706,11874
39960,3.021,17537,12560,19704,11874
39980,2.831,17536,12559,19702,11874
40000,2.719,17536,12558,19700,11875
40020,2.615,17535,12557,19699,11875
40040,2.527,17534,12557,19698,11876
40060,2.444,17534,12556,19697,11876
40080,2.493,17533,12555,19697,11877
40100,2.591,17532,12554,19697,11877
40120,2.713,17531,12553,19696,11877
40140,2.821,17529,12551,19696,11877
40160,2.866,17528,12550,19696,11876
40180,2.912,17526,12549,19696,11876
40200,2.896,17525,12548,19696,11875
40220,2.838,17523,12546,19696,11874
40240,2.749,17521,12545,19697,11873
40260,2.666,17520,12544,19697,11872
40280,2.624,17518,12543,19698,11871
40300,2.534,17517,12543,19698,11870
40320,2.528,17516,12542,19699,11870
40340,2.488,17515,12542,19700,11869
40360,2.527,17515,12541,19702,11869
40380,2.528,17514,12541,19703,11869
40400,2.555,17514,12541,19705,11870
40420,2.549,17514,12541,19706,11870
40440,2.541,17514,12541,19708,11871
40460,2.568,17514,12541,19709,11871
40480,2.638,17514,12541,19710,11871
40500,3,17514,12541,19711,11871
40520,3.574,17513,12541,19712,11871
40540,3.999,17512,12541,19712,11872
40560,3.995,17511,12540,19712,11872
40580,3.998,17510,12539,19712,11872
40600,3.833,17508,12539,19711,11872
40620,3.495,17506,12538,19711,11872
40640,3.176,17504,12537,19710,11872
40660,2.947,17502,12536,19709,11872
40680,2.791,17499,12535,19708,11873
40700,2.696,17497,12534,19707,11873
40720,2.621,17494,12533,19707,11873
40740,2.569,17491,12532,19706,11873
40760,2.577,17488,12531,19706,11873
40780,2.617,17485,12529,19706,11872
40800,2.726,17482,12528,19706,11871
40820,2.812,17479,12527,19707,11870
40840,2.894,17475,12526,19707,11869
40860,2.905,17471,12524,19708,11868
40880,2.854,17467,12523,19709,11867
40900,2.783,17463,12522,19711,11865
40920,2.679,17460,12521,19712,11864
40940,2.615,17456,12520,19714,11863
40960,2.589,17452,12519,19716,11862
40980,2.545,17448,12518,19718,11861
41000,2.526,17445,12517,19720,11860
41020,2.502,17442,12516,19722,11859
41040,2.523,17439,12515,19724,11858
41060,2.528,17436,12514,19726,11857
41080,2.502,17433,12513,19727,11857
41100,2.512,17430,12512,19729,11856
41120,2.53,17428,12511,19730,11855
41140,2.741,17425,12510,19731,11854
41160,3.234,17422,12509,19732,11854
41180,3.835,17420,12508,19733,11853
41200,3.999,17417,12507,19733,11853
41220,4.006,17414,12506,19732,11852
41240,3.992,17411,12504,19732,11852
41260,3.782,17408,12503,19731,11852
41280,3.483,17405,12501,19729,11852
41300,3.192,17402,12500,19728,11852
41320,2.958,17399,12498,19726,11852
41340,2.867,17396,12496,19725,11852
41360,2.8,17393,12494,19723,11853
41380,2.707,17389,12493,19722,11853
41400,2.654,17386,12491,19721,11853
41420,2.615,17383,12489,19720,11853
41440,2.597,17380,12488,19719,11853
41460,2.692,17376,12486,19719,11853
41480,2.749,17373,12485,19719,11853
41500,2.811,17370,12484,19720,11852
41520,2.835,17367,12482,19720,11852
41540,2.824,17365,12481,19721,11851
41560,2.768,17362,12480,19722,11850
41580,2.717,17359,12479,19724,11850
41600,2.656,17357,12479,19725,11849
41620,2.589,17355,12478,19727,11848
41640,2.514,17353,12477,19729,11847
41660,2.503,17351,12477,19731,11847
41680,2.496,17349,12476,19732,11846
41700,2.53,17348,12476,19734,11845
41720,2.524,17346,12475,19735,11845
41740,2.538,17345,12475,19736,11844
41760,2.572,17343,12475,19737,11844
41780,2.544,17341,12474,19738,11844
41800,2.65,17339,12474,19739,11844
41820,3.099,17337,12473,19739,11844
41840,3.672,17335,12473,19739,11844
41860,3.975,17333,12472,19738,11844
41880,3.965,17331,12471,19738,11844
41900,3.807,17329,12470,19737,11844
41920,3.611,17327,12469,19736,11844
41940,3.347,17325,12468,19734,11844
41960,3.12,17323,12467,19733,11845
41980,2.915,17321,12466,19732,11845
42000,2.811,17319,12465,19730,11845
42020,2.765,17317,12464,19729,11845
42040,2.717,17315,12463,19728,11846
42060,2.653,17314,12462,19727,11846
42080,2.604,17313,12462,19727,11846
42100,2.569,17311,12461,19727,11846
42120,2.584,17310,12461,19727,11846
42140,2.643,17309,12461,19728,11846
42160,2.671,17309,12461,19729,11847
42180,2.703,17308,12461,19730,11847
42200,2.709,17307,12461,19731,11847
42220,2.705,17306,12461,19732,11847
42240,2.689,17305,12461,19734,11847
42260,2.631,17304,12461,19735,11848
42280,2.527,17303,12461,19737,11848
42300,2.516,17302,12460,19738,11848
42320,2.502,17301,12460,19740,11848
42340,2.503,17300,12460,19741,11848
42360,2.478,17299,12460,19742,11848
42380,2.475,17297,12460,19743,11848
42400,2.486,17296,12460,19745,11849
42420,2.5,17295,12459,19746,11849
42440,2.503,17294,12459,19747,11848
42460,2.517,17293,12459,19748,11848
42480,2.766,17292,12458,19748,11848
42500,3.288,17290,12458,19748,11848
42520,3.751,17289,12457,19748,11848
42540,3.94,17288,12457,19748,11848
42560,3.847,17287,12456,19748,11847
42580,3.631,17286,12456,19747,11847
42600,3.39,17285,12455,19746,11847
42620,3.134,17284,12454,19744,11847
42640,2.996,17283,12454,19743,11847
42660,2.875,17282,12454,19742,11847
42680,2.818,17281,12453,19741,11847
42700,2.734,17281,12453,19740,11847
42720,2.645,17280,12453,19739,11847
42740,2.596,17279,12453,19738,11847
42760,2.575,17279,12452,19737,11848
42780,2.612,17279,12452,19737,11848
42800,2.642,17278,12452,19737,11849
42820,2.649,17278,12452,19737,11849
42840,2.712,17278,12452,19738,11849
42860,2.738,17279,12452,19739,11850
42880,2.716,17279,12451,19740,11850
42900,2.682,17279,12451,19741,11850
42920,2.632,17279,12451,19742,11850
42940,2.575,17279,12451,19743,11850
42960,2.544,17280,12450,19744,11850
42980,2.51,17280,12450,19745,11850
43000,2.486,17280,12450,19746,11850
43020,2.491,17280,12450,19747,11849
43040,2.47,17280,12450,19748,11849
43060,2.477,17279,12450,19749,11848
43080,2.485,17279,12450,19750,11848
43100,2.514,17279,12450,19750,11847
43120,2.481,17278,12451,19751,11847
43140,2.531,17278,12451,19751,11847
43160,2.843,17277,12451,19751,11847
43180,3.326,17277,12451,19751,11847
43200,3.722,17276,12451,19750,11847
43220,3.881,17275,12451,19749,11847
43240,3.792,17275,12451,19748,11847
43260,3.582,17274,12451,19747,11847
43280,3.294,17274,12451,19746,11848
43300,3.115,17273,12450,19744,11848
43320,2.945,17273,12450,19743,11848
43340,2.838,17273,12450,19741,11849
43360,2.794,17273,12450,19740,11849
43380,2.763,17273,12450,19738,11850
43400,2.663,17273,12450,19737,11850
43420,2.614,17274,12450,19736,11850
43440,2.603,17275,12450,19736,11851
43460,2.625,17275,12451,19735,11851
43480,2.675,17277,12451,19736,11851
43500,2.7,17278,12452,19736,11851
43520,2.737,17279,12452,19737,11850
43540,2.734,17281,12453,19738,11850
43560,2.724,17283,12454,19739,11849
43580,2.666,17285,12455,19740,11849
43600,2.583,17287,12456,19741,11849
43620,2.514,17289,12457,19742,11848
43640,2.496,17291,12458,19743,11848
43660,2.527,17294,12459,19744,11847
43680,2.481,17297,12460,19745,11847
43700,2.505,17299,12461,19745,11847
43720,2.517,17303,12462,19745,11847
43740,2.533,17306,12463,19746,11848
43760,2.563,17309,12464,19746,11848
43780,2.593,17313,12465,19746,11849
43800,2.572,17316,12466,19746,11849
43820,2.573,17320,12467,19746,11850
43840,2.625,17324,12468,19745,11851
43860,2.901,17327,12469,19745,11852
43880,3.393,17331,12470,19744,11853
43900,3.775,17335,12471,19744,11853
43920,3.925,17338,12472,19743,11854
43940,3.851,17342,12473,19742,11855
43960,3.631,17346,12474,19741,11856
43980,3.383,17349,12476,19740,11857
44000,3.155,17353,12477,19739,11858
44020,2.989,17357,12478,19737,11859
44040,2.891,17361,12480,19736,11860
